股票代码,股票名称,最终资产,总收益率,胜率,交易次数(对),最大回撤,夏普比率,总手续费,挂单重试(买/卖)
000637,茂化实华,325284.97,225.28%,35.48%,279,55.50%,0.18,61178.84,买4 | 卖0
000811,冰轮环境,325121.49,225.12%,35.74%,263,68.68%,0.22,35642.49,买1 | 卖0
002259,升达林业,324742.87,224.74%,35.71%,154,63.67%,0.3,15670.07,买9 | 卖12
000047,ST中侨,324703.88,224.70%,34.67%,75,55.21%,0.53,9730.09,买0 | 卖0
002215,诺 普 信,324535.15,224.54%,35.39%,178,64.64%,0.28,22346.95,买1 | 卖0
002876,三利谱,324230.75,224.23%,38.67%,75,52.25%,0.49,12787.31,买8 | 卖0
300175,ST朗源,324072.98,224.07%,35.71%,140,72.57%,0.33,19162.11,买4 | 卖2
002167,东方锆业,323810.22,223.81%,36.08%,158,68.00%,0.29,16153.78,买1 | 卖3
300526,中潜退,323573.68,223.57%,44.68%,47,53.94%,0.57,6239.36,买20 | 卖0
600053,九鼎投资,323270.17,223.27%,32.54%,252,92.35%,0.27,51132.89,买2 | 卖3
300499,高澜股份,322967.94,222.97%,40.00%,90,51.20%,0.42,9930.01,买13 | 卖0
000564,供销大集,322862.02,222.86%,33.33%,267,91.79%,0.24,39138.92,买18 | 卖1
300276,三丰智能,322607.13,222.61%,32.82%,131,58.35%,0.35,30354.92,买1 | 卖0
600091,退市明科,322050.36,222.05%,34.07%,182,99.44%,0.5,34527.73,买4 | 卖5
002415,海康威视,322014.33,222.01%,39.33%,150,52.47%,0.32,23588.69,买0 | 卖0
600039,四川路桥,321942.41,221.94%,37.50%,208,61.76%,0.23,17959.55,买7 | 卖4
000089,深圳机场,321905.1,221.91%,35.55%,256,58.17%,0.18,65664.87,买0 | 卖0
002038,双鹭药业,321179.52,221.18%,34.31%,204,61.48%,0.24,61443.54,买0 | 卖1
002901,大博医疗,321010.83,221.01%,40.32%,62,45.18%,0.52,9468.23,买11 | 卖0
003033,征和工业,320853.29,220.85%,47.50%,40,39.56%,0.75,3947.71,买1 | 卖1
300315,掌趣科技,319064.89,219.06%,35.04%,117,62.38%,0.37,21289.1,买1 | 卖1
000912,泸天化,319036.03,219.04%,39.53%,215,64.71%,0.2,32355.93,买2 | 卖16
300222,科大智能,319020.33,219.02%,35.38%,130,70.19%,0.35,21393.71,买0 | 卖0
002220,天宝退,317712.35,217.71%,38.68%,106,45.01%,0.37,18834.59,买0 | 卖1
300990,同飞股份,317337.45,217.34%,45.00%,40,46.92%,0.69,6523.57,买1 | 卖0
000153,丰原药业,317214.02,217.21%,37.17%,226,71.04%,0.22,30160.93,买2 | 卖3
002685,华东重机,316850.22,216.85%,35.54%,121,65.75%,0.35,15181.79,买5 | 卖1
600037,歌华有线,316689.5,216.69%,38.43%,229,60.11%,0.2,47074.49,买0 | 卖0
002721,金一文化,316550.57,216.55%,30.43%,92,71.86%,0.41,24306.4,买3 | 卖1
002235,安妮股份,316483.09,216.48%,37.09%,151,70.09%,0.3,13181.88,买2 | 卖1
300382,斯莱克,316243.17,216.24%,36.79%,106,57.83%,0.37,14845.8,买1 | 卖0
000026,飞亚达,316015.85,216.02%,35.33%,317,79.76%,0.2,29895.14,买7 | 卖0
300266,兴源环境,315757.63,215.76%,38.46%,117,52.82%,0.35,23024.4,买3 | 卖1
002236,大华股份,314501.24,214.50%,38.24%,170,45.64%,0.27,27692.74,买4 | 卖0
300683,海特生物,313671.28,213.67%,39.39%,66,51.38%,0.48,7030.71,买3 | 卖2
002645,华宏科技,313641.44,213.64%,39.66%,116,46.10%,0.34,12141.6,买0 | 卖0
600077,ST宋都,313414.09,213.41%,38.18%,220,84.60%,0.25,37823.96,买1 | 卖2
300601,康泰生物,312483.19,212.48%,39.47%,76,62.53%,0.46,14749.82,买22 | 卖0
600038,中直股份,310122.13,210.12%,36.32%,234,66.72%,0.22,36555.86,买1 | 卖0
002380,科远智慧,309137.96,209.14%,36.88%,141,50.80%,0.3,14138.02,买1 | 卖0
300506,ST名家汇,308891.75,208.89%,35.96%,89,70.11%,0.42,12765.26,买12 | 卖0
300042,朗科科技,308534.52,208.53%,39.46%,147,75.97%,0.3,14566.46,买1 | 卖0
301297,富乐德,308323.37,208.32%,41.67%,24,41.76%,0.92,3973.66,买0 | 卖0
600145,退市新亿,308315.53,208.32%,40.56%,143,80.03%,0.34,47982.43,买7 | 卖24
002575,群兴玩具,308211.89,208.21%,32.48%,117,62.81%,0.35,12514.13,买8 | 卖2
002250,联化科技,308205.77,208.21%,34.57%,162,56.84%,0.27,19337.17,买2 | 卖0
300503,昊志机电,308176.53,208.18%,39.36%,94,65.21%,0.41,8491.53,买16 | 卖2
300018,中元股份,307795.53,207.80%,36.24%,149,73.54%,0.3,26252.47,买1 | 卖2
002642,荣联科技,307627.57,207.63%,33.06%,121,66.79%,0.35,17587.38,买1 | 卖3
300066,三川智慧,307307.95,207.31%,42.36%,144,63.13%,0.3,18499.03,买2 | 卖1
002760,凤形股份,306922.73,206.92%,41.86%,86,57.77%,0.4,6553.35,买15 | 卖1
300024,机器人,306010.97,206.01%,33.76%,157,72.45%,0.29,35510.05,买1 | 卖1
002149,西部材料,305830.05,205.83%,32.74%,168,74.35%,0.28,13168.9,买4 | 卖5
300041,回天新材,305554.2,205.55%,38.56%,153,49.30%,0.29,26989.83,买0 | 卖0
002576,通达动力,305392.05,205.39%,37.40%,131,58.53%,0.34,18306.92,买1 | 卖0
002920,德赛西威,304727.43,204.73%,37.33%,75,53.90%,0.49,8218.58,买4 | 卖1
301005,超捷股份,304681.95,204.68%,31.11%,45,52.44%,0.69,2116.08,买1 | 卖0
002252,上海莱士,304240.01,204.24%,35.26%,156,43.47%,0.3,23836.0,买3 | 卖1
300076,GQY视讯,303567.57,203.57%,42.22%,135,73.50%,0.31,19846.44,买0 | 卖0
000541,佛山照明,303014.37,203.01%,36.03%,297,47.97%,0.15,37788.67,买0 | 卖1
002728,特一药业,302747.55,202.75%,39.39%,99,43.62%,0.39,12979.4,买13 | 卖0
002221,东华能源,301981.54,201.98%,35.03%,177,53.52%,0.27,34196.53,买2 | 卖0
300318,博晖创新,301350.79,201.35%,34.86%,109,68.86%,0.34,20743.23,买2 | 卖0
002700,万憬能源,301121.87,201.12%,29.69%,128,65.86%,0.33,16198.08,买0 | 卖0
300776,帝尔激光,300995.11,201.00%,37.10%,62,44.01%,0.56,4967.95,买4 | 卖0
002165,红 宝 丽,300925.87,200.93%,37.80%,164,71.10%,0.27,16575.03,买3 | 卖0
600062,华润双鹤,300879.03,200.88%,35.27%,258,85.84%,0.2,29439.98,买1 | 卖1
002457,青龙管业,300195.24,200.20%,34.23%,149,53.99%,0.29,19052.73,买0 | 卖0
300657,弘信电子,299870.13,199.87%,36.71%,79,50.87%,0.45,8803.87,买12 | 卖0
000705,浙江震元,299419.34,199.42%,39.93%,278,84.18%,0.2,32483.72,买0 | 卖0
000088,盐 田 港,299390.51,199.39%,34.07%,270,51.30%,0.17,54127.37,买1 | 卖1
300363,博腾股份,298611.91,198.61%,35.04%,117,73.36%,0.37,30259.15,买2 | 卖1
000523,红棉股份,298230.11,198.23%,32.53%,289,87.39%,0.2,139455.93,买5 | 卖4
600019,宝钢股份,297969.39,197.97%,38.81%,219,47.45%,0.18,27606.68,买2 | 卖0
002288,ST超华,297871.17,197.87%,35.43%,127,59.33%,0.32,22374.91,买1 | 卖2
300409,道氏技术,297380.26,197.38%,35.00%,100,57.84%,0.38,11113.83,买9 | 卖0
300681,英搏尔,296999.95,197.00%,35.06%,77,51.88%,0.45,10261.03,买6 | 卖0
002597,金禾实业,296132.56,196.13%,33.59%,131,58.02%,0.31,22592.45,买0 | 卖0
300416,苏试试验,295887.81,195.89%,35.64%,101,47.40%,0.38,12605.19,买12 | 卖0
002824,和胜股份,295685.81,195.69%,36.59%,82,67.14%,0.43,9552.21,买11 | 卖1
002274,华昌化工,295493.31,195.49%,34.57%,162,55.27%,0.27,29231.7,买3 | 卖0
002233,塔牌集团,295435.07,195.44%,34.91%,169,50.23%,0.26,33137.84,买0 | 卖0
002759,天际股份,295333.56,195.33%,32.97%,91,79.37%,0.39,6919.39,买14 | 卖2
000761,本钢板材,295012.03,195.01%,34.36%,259,44.89%,0.16,38564.94,买2 | 卖1
002045,国光电器,294695.59,194.70%,36.13%,191,66.18%,0.25,31109.41,买0 | 卖0
002583,海能达,294556.08,194.56%,36.30%,135,59.15%,0.31,12389.84,买4 | 卖0
000708,中信特钢,294160.57,194.16%,35.23%,264,66.70%,0.19,30497.5,买2 | 卖3
000521,长虹美菱,294094.42,194.09%,33.11%,296,87.38%,0.2,28306.49,买3 | 卖7
000790,华神科技,293601.27,193.60%,37.70%,252,88.99%,0.28,42279.69,买2 | 卖0
002579,中京电子,293364.19,193.36%,33.06%,124,77.46%,0.32,14010.82,买5 | 卖1
300127,银河磁体,292432.03,192.43%,31.79%,151,49.09%,0.3,20068.93,买0 | 卖0
002076,ST星光,291455.65,191.46%,37.04%,162,75.38%,0.27,17492.35,买9 | 卖2
600028,中国石化,291020.11,191.02%,40.74%,216,48.83%,0.18,33548.9,买1 | 卖0
600036,招商银行,290184.32,190.18%,38.10%,231,66.77%,0.19,25941.62,买0 | 卖0
300377,赢时胜,290055.05,190.06%,33.04%,115,76.43%,0.36,26371.97,买4 | 卖1
300062,中能电气,289962.31,189.96%,33.12%,154,72.30%,0.3,29244.74,买0 | 卖0
000899,赣能股份,289415.56,189.42%,34.94%,249,77.56%,0.2,31139.47,买4 | 卖1
002324,普利特,289354.63,189.35%,38.06%,155,53.44%,0.28,13664.38,买0 | 卖0
000792,盐湖股份,289265.06,189.27%,33.47%,251,84.19%,0.18,52004.96,买0 | 卖7
300229,拓尔思,289234.92,189.23%,35.04%,137,76.52%,0.32,17775.11,买1 | 卖4
002322,理工能科,289218.34,189.22%,37.50%,144,56.19%,0.28,19244.62,买1 | 卖0
000639,西王食品,288665.96,188.67%,32.31%,260,84.49%,0.19,36546.13,买10 | 卖6
002644,佛慈制药,288483.07,188.48%,43.44%,122,71.20%,0.31,19533.88,买1 | 卖1
300324,旋极信息,286987.66,186.99%,33.06%,124,77.27%,0.35,18022.4,买0 | 卖1
000938,紫光股份,286873.42,186.87%,31.17%,247,75.59%,0.22,24401.49,买0 | 卖1
000959,首钢股份,286655.06,186.66%,34.25%,219,57.16%,0.18,33615.02,买5 | 卖2
301089,拓新药业,286500.64,186.50%,35.29%,34,61.06%,0.67,8712.35,买0 | 卖0
300378,鼎捷数智,286497.74,186.50%,36.94%,111,78.37%,0.35,11435.26,买2 | 卖0
000613,东海A退,285650.38,185.65%,36.59%,205,84.53%,0.23,58655.7,买37 | 卖40
000983,山西焦煤,285269.58,185.27%,34.16%,243,64.22%,0.19,40387.47,买0 | 卖0
000937,冀中能源,285112.26,185.11%,36.36%,242,64.24%,0.18,35611.8,买1 | 卖1
002939,长城证券,284783.13,184.78%,41.67%,60,38.18%,0.54,8524.91,买4 | 卖0
300381,溢多利,284776.29,184.78%,34.62%,104,61.32%,0.36,24100.71,买1 | 卖0
002067,景兴纸业,284598.42,184.60%,36.81%,182,75.42%,0.24,37904.56,买2 | 卖1
300321,同大股份,284497.69,184.50%,37.98%,129,52.90%,0.31,22430.35,买0 | 卖0
002351,漫步者,284249.14,184.25%,34.39%,157,57.40%,0.28,22276.85,买1 | 卖0
002609,捷顺科技,282534.73,182.53%,32.59%,135,51.92%,0.3,26796.29,买2 | 卖0
002777,久远银海,282484.62,182.48%,38.61%,101,55.81%,0.39,11702.4,买17 | 卖0
300232,洲明科技,282095.37,182.10%,35.56%,135,72.49%,0.3,29249.62,买2 | 卖1
300412,迦南科技,281758.99,181.76%,37.89%,95,63.10%,0.37,15209.02,买6 | 卖0
002121,科陆电子,281732.23,181.73%,33.53%,173,71.47%,0.26,19846.79,买8 | 卖0
300539,横河精密,280056.14,180.06%,36.36%,88,63.71%,0.4,6410.81,买18 | 卖2
300385,雪浪环境,279456.59,179.46%,35.24%,105,60.49%,0.35,14522.33,买9 | 卖1
002441,众业达,279452.23,179.45%,39.58%,144,42.04%,0.28,23647.74,买2 | 卖0
300366,ST创意,279084.79,179.08%,37.96%,108,67.64%,0.37,24269.2,买3 | 卖0
002281,光迅科技,278892.62,178.89%,35.90%,156,61.93%,0.27,16600.31,买0 | 卖0
600005,武钢股份,278807.75,178.81%,36.31%,157,51.06%,0.26,21991.17,买0 | 卖0
300969,恒帅股份,278545.29,178.55%,34.78%,46,61.71%,0.61,6007.7,买0 | 卖0
300775,三角防务,277953.64,177.95%,39.66%,58,38.46%,0.52,8156.39,买12 | 卖0
002183,怡 亚 通,277666.16,177.67%,36.36%,154,74.84%,0.26,17140.82,买1 | 卖2
002151,北斗星通,277581.37,177.58%,32.74%,168,64.63%,0.26,14513.62,买1 | 卖0
300248,新开普,277530.15,177.53%,35.00%,140,74.09%,0.32,18893.79,买2 | 卖0
002218,拓日新能,277512.02,177.51%,33.54%,161,66.90%,0.26,18393.93,买1 | 卖1
002885,京泉华,277385.41,177.39%,36.14%,83,55.62%,0.43,9019.55,买8 | 卖0
002377,国创高新,277045.49,177.05%,29.73%,148,56.37%,0.29,14759.51,买1 | 卖0
000501,武商集团,276003.49,176.00%,35.22%,318,70.07%,0.2,59544.53,买1 | 卖0
600107,ST尔雅,275917.67,175.92%,35.00%,260,81.95%,0.2,16806.25,买3 | 卖4
300244,迪安诊断,275428.52,175.43%,33.58%,137,73.52%,0.3,16505.45,买2 | 卖1
300407,凯发电气,275387.43,175.39%,38.95%,95,53.02%,0.37,12255.52,买6 | 卖0
002746,仙坛股份,275307.88,175.31%,33.33%,108,65.54%,0.36,29689.17,买18 | 卖1
300052,ST中青宝,275156.97,175.16%,32.86%,140,84.50%,0.31,28407.07,买3 | 卖0
002164,宁波东力,275137.64,175.14%,38.79%,165,70.58%,0.26,15121.36,买2 | 卖1
300061,旗天科技,275051.87,175.05%,32.39%,142,72.58%,0.31,15123.07,买4 | 卖1
002434,万里扬,274990.19,174.99%,39.71%,136,55.02%,0.28,16062.82,买1 | 卖1
300496,中科创达,274522.4,174.52%,43.37%,83,49.67%,0.39,5677.54,买20 | 卖1
003031,中瓷电子,274446.82,174.45%,37.78%,45,38.04%,0.68,5854.14,买15 | 卖0
300103,达刚控股,274287.66,174.29%,38.57%,140,57.45%,0.29,17307.29,买0 | 卖0
300763,锦浪科技,274273.84,174.27%,42.19%,64,64.92%,0.49,10774.16,买7 | 卖1
300393,中来股份,274230.29,174.23%,41.51%,106,53.60%,0.35,8878.73,买7 | 卖1
600020,中原高速,274027.78,174.03%,39.23%,209,45.55%,0.19,31132.22,买0 | 卖0
002641,公元股份,273897.83,173.90%,37.88%,132,44.32%,0.29,22339.09,买0 | 卖0
301257,普蕊斯,273617.47,173.62%,46.67%,30,37.53%,0.81,3692.51,买0 | 卖0
300680,隆盛科技,273012.15,173.01%,40.85%,71,58.33%,0.44,5977.88,买11 | 卖3
002791,坚朗五金,272576.89,172.58%,35.87%,92,60.47%,0.39,13547.08,买5 | 卖0
301236,软通动力,272211.18,172.21%,37.84%,37,36.41%,0.72,5924.86,买0 | 卖0
300100,双林股份,272037.92,172.04%,36.30%,135,60.76%,0.3,15536.12,买5 | 卖0
300624,万兴科技,271711.75,171.71%,40.28%,72,79.49%,0.44,9135.24,买11 | 卖1
600125,铁龙物流,271510.91,171.51%,36.64%,262,56.83%,0.17,38469.09,买0 | 卖0
002595,豪迈科技,271258.95,171.26%,33.11%,151,56.34%,0.29,14308.95,买0 | 卖0
600126,杭钢股份,271083.53,171.08%,31.52%,276,72.02%,0.18,25917.49,买2 | 卖0
002065,东华软件,270257.01,170.26%,35.33%,184,64.59%,0.24,23871.96,买0 | 卖0
000619,海螺新材,270029.84,170.03%,34.56%,272,61.02%,0.16,33208.2,买0 | 卖4
002340,格林美,269930.81,169.93%,33.55%,152,44.82%,0.27,17713.14,买1 | 卖0
002320,海峡股份,269126.37,169.13%,37.14%,140,51.60%,0.27,15825.64,买0 | 卖0
002244,滨江集团,269047.61,169.05%,33.13%,166,75.20%,0.24,25507.39,买1 | 卖2
300530,领湃科技,268470.55,168.47%,30.59%,85,59.99%,0.39,5940.49,买20 | 卖0
002851,麦格米特,266581.12,166.58%,30.77%,78,51.03%,0.43,4303.88,买15 | 卖1
301538,骏鼎达,266530.31,166.53%,50.00%,14,38.63%,1.28,1756.69,买0 | 卖1
002756,永兴材料,266333.34,166.33%,35.00%,100,57.26%,0.37,11594.73,买14 | 卖0
002606,大连电瓷,266276.44,166.28%,43.33%,120,68.38%,0.3,13111.51,买1 | 卖1
002490,山东墨龙,266223.67,166.22%,35.51%,138,67.28%,0.28,10866.38,买3 | 卖5
000962,东方钽业,266155.97,166.16%,37.93%,232,73.69%,0.23,23766.08,买2 | 卖1
001212,中旗新材,265878.98,165.88%,36.59%,41,62.89%,0.67,3711.01,买0 | 卖0
300492,华图山鼎,265595.02,165.60%,39.08%,87,48.91%,0.39,10020.98,买17 | 卖2
300006,莱美药业,265560.26,165.56%,35.10%,151,67.78%,0.27,17362.8,买0 | 卖0
300093,ST金刚,265114.34,165.11%,35.38%,130,73.64%,0.3,14624.65,买1 | 卖0
000735,罗 牛 山,264628.95,164.63%,35.23%,264,80.20%,0.19,82549.09,买4 | 卖5
600146,退市环球,264378.34,164.38%,40.00%,160,73.93%,0.27,18126.62,买26 | 卖31
002707,众信旅游,264294.13,164.29%,33.64%,107,71.82%,0.35,16345.84,买11 | 卖1
300259,新天科技,263244.46,163.24%,34.09%,132,63.39%,0.28,22053.51,买0 | 卖2
300254,仟源医药,262945.36,162.95%,39.83%,118,69.74%,0.3,23404.66,买0 | 卖0
002186,全 聚 德,262663.56,162.66%,36.42%,162,45.32%,0.23,25746.45,买2 | 卖0
300264,佳创视讯,262659.95,162.66%,38.35%,133,67.68%,0.31,22827.15,买3 | 卖1
002193,如意集团,262381.51,162.38%,38.36%,159,58.70%,0.26,15665.44,买2 | 卖3
300820,英杰电气,262240.94,162.24%,37.04%,54,43.63%,0.52,8474.08,买8 | 卖0
002405,四维图新,262236.79,162.24%,35.71%,140,66.96%,0.28,33348.18,买0 | 卖0
002127,南极电商,262235.1,162.24%,34.30%,172,65.21%,0.25,38959.9,买4 | 卖7
002265,建设工业,261867.04,161.87%,31.76%,170,69.35%,0.28,18412.96,买19 | 卖5
002069,獐子岛,261092.92,161.09%,42.50%,160,59.32%,0.23,26388.1,买0 | 卖5
002529,ST海源,260906.23,160.91%,34.43%,122,67.32%,0.3,16699.78,买1 | 卖4
300505,川金诺,260826.87,160.83%,38.82%,85,63.12%,0.37,10810.14,买10 | 卖0
002649,博彦科技,260728.41,160.73%,33.81%,139,67.11%,0.29,23176.58,买0 | 卖1
301281,科源制药,260688.59,160.69%,45.00%,20,57.07%,0.9,1725.43,买0 | 卖0
300170,汉得信息,260622.34,160.62%,34.03%,144,86.10%,0.29,18880.6,买0 | 卖0
300247,融捷健康,260388.87,160.39%,36.07%,122,67.50%,0.3,10055.17,买4 | 卖1
600093,退市易见,259404.91,159.40%,33.33%,234,76.27%,0.21,45009.06,买7 | 卖6
300706,阿石创,258453.95,158.45%,41.79%,67,59.52%,0.42,6959.03,买20 | 卖3
002108,沧州明珠,258128.87,158.13%,32.96%,179,57.12%,0.23,30981.02,买0 | 卖0
300064,金刚退,258109.02,158.11%,40.62%,96,81.18%,0.34,22345.96,买0 | 卖3
300109,新开源,257611.11,157.61%,36.23%,138,72.17%,0.29,28117.93,买1 | 卖0
000931,中 关 村,257579.88,157.58%,35.56%,225,70.78%,0.19,28460.07,买1 | 卖2
300327,中颖电子,257441.09,157.44%,38.89%,126,49.49%,0.29,18248.91,买2 | 卖1
002916,深南电路,257025.67,157.03%,34.67%,75,57.62%,0.43,7893.31,买12 | 卖0
300972,万辰集团,256460.79,156.46%,27.66%,47,59.89%,0.59,3708.25,买0 | 卖0
300827,上能电气,256354.37,156.35%,41.51%,53,58.25%,0.52,10001.62,买4 | 卖0
300325,德威退,256204.76,156.20%,33.73%,83,65.83%,0.39,18466.21,买1 | 卖1
300491,通合科技,255816.05,155.82%,39.76%,83,57.02%,0.38,9672.96,买14 | 卖0
300278,华昌达,255580.43,155.58%,36.11%,108,67.62%,0.34,14073.57,买4 | 卖1
002227,奥 特 迅,255408.87,155.41%,37.11%,159,73.32%,0.25,37189.24,买2 | 卖0
002407,多氟多,255367.23,155.37%,35.00%,140,69.39%,0.27,22415.75,买2 | 卖1
301448,开创电气,255183.16,155.18%,41.67%,24,40.98%,0.91,2601.81,买0 | 卖0
300202,聚龙退,255182.22,155.18%,40.00%,105,79.01%,0.34,38762.74,买1 | 卖0
002305,ST南置,255134.21,155.13%,33.11%,148,55.10%,0.26,14522.8,买0 | 卖0
300421,力星股份,254980.3,154.98%,40.78%,103,55.52%,0.35,9670.77,买6 | 卖0
300091,ST金灵,254874.98,154.87%,37.58%,157,62.17%,0.27,25389.98,买0 | 卖0
300182,捷成股份,254764.89,154.76%,34.85%,132,62.98%,0.28,17266.1,买0 | 卖0
000681,视觉中国,254632.58,154.63%,35.21%,213,99.50%,0.4,31677.46,买6 | 卖6
300620,光库科技,254544.38,154.54%,36.78%,87,60.70%,0.4,6623.62,买14 | 卖1
002295,精艺股份,254147.53,154.15%,39.74%,156,65.36%,0.25,21147.44,买0 | 卖0
000717,中南股份,253865.16,153.87%,33.20%,256,79.25%,0.18,36150.89,买2 | 卖6
300015,爱尔眼科,253807.35,153.81%,31.45%,159,47.40%,0.24,20266.65,买0 | 卖0
300446,航天智造,253585.55,153.59%,40.23%,87,70.56%,0.34,5663.39,买31 | 卖2
300607,拓斯达,253420.97,153.42%,35.29%,85,62.09%,0.39,7843.01,买10 | 卖0
300353,东土科技,253113.03,153.11%,31.97%,122,75.19%,0.33,13127.94,买1 | 卖1
600029,南方航空,253010.05,153.01%,35.92%,206,68.00%,0.19,37946.87,买3 | 卖5
002120,韵达股份,252734.49,152.73%,37.35%,166,58.68%,0.23,26043.56,买8 | 卖0
300440,运达科技,252244.57,152.24%,35.79%,95,71.66%,0.35,14741.4,买8 | 卖1
300655,晶瑞电材,251449.65,151.45%,46.15%,78,64.07%,0.4,8595.29,买15 | 卖0
002467,二六三,250380.0,150.38%,33.80%,142,67.21%,0.27,14252.93,买7 | 卖0
300707,威唐工业,249972.96,149.97%,34.18%,79,59.13%,0.41,9208.03,买9 | 卖0
000600,建投能源,249780.91,149.78%,37.27%,271,71.66%,0.18,49744.99,买3 | 卖4
002498,汉缆股份,249077.24,149.08%,30.82%,146,53.74%,0.26,14997.76,买1 | 卖0
001331,胜通能源,249064.11,149.06%,28.57%,35,57.88%,0.82,1751.89,买1 | 卖0
300053,航宇微,248723.88,148.72%,31.79%,151,75.41%,0.28,23179.12,买0 | 卖0
600074,退市保千,248715.64,148.72%,39.29%,168,93.44%,0.26,93534.36,买3 | 卖5
301225,恒勃股份,248378.08,148.38%,48.00%,25,30.36%,0.87,2398.91,买0 | 卖0
300257,开山股份,248175.68,148.18%,43.85%,130,57.38%,0.27,16706.38,买0 | 卖0
300283,温州宏丰,248120.69,148.12%,42.15%,121,59.98%,0.29,13862.36,买0 | 卖0
300709,精研科技,248029.41,148.03%,39.74%,78,54.30%,0.41,8917.54,买5 | 卖1
000928,中钢国际,247871.78,147.87%,34.41%,247,68.35%,0.18,33204.25,买3 | 卖8
002708,光洋股份,247799.22,147.80%,36.04%,111,60.83%,0.33,12750.82,买2 | 卖0
002943,宇晶股份,247449.36,147.45%,31.94%,72,51.42%,0.45,4807.64,买6 | 卖1
300457,赢合科技,246181.49,146.18%,34.38%,96,68.74%,0.34,10059.56,买19 | 卖1
300814,中富电路,245837.02,145.84%,45.95%,37,29.86%,0.6,3362.96,买0 | 卖0
002180,纳思达,245531.42,145.53%,35.95%,153,63.99%,0.25,21870.49,买5 | 卖1
600008,首创环保,245489.56,145.49%,37.39%,238,67.76%,0.15,27030.56,买3 | 卖0
301306,西测测试,245416.32,145.42%,33.33%,33,39.14%,0.68,2083.65,买0 | 卖0
002634,棒杰股份,245121.3,145.12%,34.35%,131,57.08%,0.28,15920.7,买3 | 卖1
300373,扬杰科技,245052.7,145.05%,42.37%,118,59.30%,0.31,9947.33,买3 | 卖2
002979,雷赛智能,244285.51,144.29%,42.31%,52,44.51%,0.55,5132.48,买7 | 卖0
300339,润和软件,243974.71,143.97%,30.95%,126,87.97%,0.31,13432.22,买1 | 卖0
002406,远东传动,243663.79,143.66%,38.51%,148,58.92%,0.24,14001.18,买0 | 卖0
301266,宇邦新材,243473.34,143.47%,41.38%,29,37.37%,0.69,2674.64,买0 | 卖0
600130,ST波导,243380.87,143.38%,38.72%,235,62.95%,0.18,30671.13,买0 | 卖3
600012,皖通高速,242911.94,142.91%,37.67%,223,45.48%,0.16,23426.08,买2 | 卖0
002768,国恩股份,242908.93,142.91%,29.25%,106,63.93%,0.34,13407.02,买6 | 卖1
300777,中简科技,242062.76,142.06%,33.90%,59,45.51%,0.47,6854.22,买13 | 卖1
000809,和展能源,241889.73,141.89%,35.51%,245,57.72%,0.18,35135.34,买9 | 卖9
002300,太阳电缆,241836.01,141.84%,37.18%,156,61.70%,0.23,17191.99,买1 | 卖1
300429,强力新材,241378.6,141.38%,43.62%,94,63.32%,0.34,11043.47,买11 | 卖1
300554,三超新材,241207.54,141.21%,36.99%,73,72.65%,0.39,6876.51,买11 | 卖2
002668,TCL智家,241161.42,141.16%,37.72%,114,52.00%,0.29,12926.54,买9 | 卖1
002670,国盛证券,240328.03,140.33%,37.90%,124,57.37%,0.29,18506.97,买0 | 卖0
002722,物产金轮,240059.2,140.06%,34.86%,109,68.65%,0.31,18526.83,买4 | 卖0
300765,新诺威,239846.41,139.85%,36.07%,61,37.52%,0.46,5145.57,买6 | 卖0
002945,华林证券,239317.93,139.32%,38.46%,65,50.00%,0.45,9566.11,买7 | 卖1
002355,兴民智通,238845.67,138.85%,35.10%,151,67.36%,0.26,19170.44,买1 | 卖1
002334,英威腾,238804.24,138.80%,36.62%,142,51.65%,0.24,12913.69,买0 | 卖0
300501,海顺新材,238608.63,138.61%,34.12%,85,59.90%,0.34,8420.38,买10 | 卖0
300294,博雅生物,237896.54,137.90%,36.29%,124,44.83%,0.27,19277.47,买1 | 卖1
002546,新联电子,237834.82,137.83%,35.56%,135,46.22%,0.25,11938.11,买1 | 卖0
002494,华斯股份,237464.58,137.46%,35.97%,139,70.29%,0.25,20840.5,买2 | 卖0
001270,ST铖昌,237221.91,137.22%,34.29%,35,57.49%,0.74,2035.06,买11 | 卖2
300912,凯龙高科,236709.1,136.71%,34.88%,43,64.80%,0.53,2809.96,买0 | 卖0
002965,祥鑫科技,236462.44,136.46%,41.07%,56,43.72%,0.48,5909.53,买4 | 卖0
000155,川能动力,236229.15,136.23%,40.00%,205,68.69%,0.19,23935.84,买2 | 卖6
000656,ST金科,235800.28,135.80%,33.73%,249,76.47%,0.16,30114.74,买17 | 卖17
300124,汇川技术,235478.55,135.48%,37.86%,140,51.18%,0.24,11182.48,买244 | 卖1
300676,华大基因,234964.87,134.96%,40.85%,71,60.77%,0.38,6252.11,买20 | 卖1
300905,宝丽迪,234765.67,134.77%,42.86%,42,37.10%,0.53,3813.33,买0 | 卖0
002673,西部证券,234611.98,134.61%,29.84%,124,60.19%,0.26,17970.05,买0 | 卖1
300083,创世纪,234591.56,134.59%,32.88%,146,55.85%,0.26,14692.49,买1 | 卖0
002969,嘉美包装,234357.6,134.36%,33.33%,63,68.89%,0.5,2283.48,买12 | 卖2
301548,崇德科技,233317.2,133.32%,50.00%,20,25.85%,1.0,2382.81,买0 | 卖0
002219,新里程,232811.3,132.81%,33.55%,152,77.59%,0.24,16006.71,买7 | 卖8
