股票代码,股票名称,最终资产,总收益率,胜率,交易次数(对),最大回撤,夏普比率,总手续费,挂单重试(买/卖)
002430,杭氧股份,123639.61,23.64%,36.42%,151,65.96%,0.1,13047.41,买2 | 卖1
002545,东方铁塔,123602.45,23.60%,32.85%,137,58.22%,0.08,8957.59,买1 | 卖0
301305,朗坤科技,123598.51,23.60%,40.74%,27,29.06%,0.31,1879.49,买0 | 卖0
300522,世名科技,123434.36,23.43%,39.56%,91,59.52%,0.15,6501.7,买13 | 卖3
002997,瑞鹄模具,123431.42,23.43%,40.74%,54,45.63%,0.22,3839.57,买5 | 卖0
300500,启迪设计,123143.15,23.14%,35.80%,81,71.84%,0.18,7868.86,买10 | 卖0
300119,瑞普生物,123109.64,23.11%,32.24%,152,55.29%,0.1,10982.33,买0 | 卖0
000411,英特集团,123096.78,23.10%,34.46%,267,80.80%,0.12,39388.09,买28 | 卖17
002421,达实智能,123045.33,23.05%,33.99%,153,71.83%,0.1,16187.64,买4 | 卖0
600127,金健米业,123024.18,23.02%,30.37%,270,70.84%,0.1,33157.82,买8 | 卖4
002530,金财互联,123008.21,23.01%,37.41%,139,67.46%,0.14,7956.83,买1 | 卖2
300977,深圳瑞捷,122713.31,22.71%,38.64%,44,48.14%,0.24,2893.66,买0 | 卖0
300633,开立医疗,122689.22,22.69%,31.76%,85,60.33%,0.14,7503.74,买14 | 卖0
301571,国科天成,122563.54,22.56%,42.86%,14,32.85%,0.47,1182.47,买1 | 卖0
001358,兴欣新材,122440.47,22.44%,42.11%,19,32.25%,0.37,1392.51,买0 | 卖0
002310,东方新能,122425.56,22.43%,28.48%,151,62.30%,0.08,16915.36,买5 | 卖2
301378,通达海,122391.02,22.39%,34.62%,26,43.93%,0.34,1548.0,买0 | 卖0
300297,蓝盾退,122387.64,22.39%,34.02%,97,77.77%,0.18,15014.37,买5 | 卖2
600033,福建高速,122364.02,22.36%,35.27%,241,54.21%,-0.03,18397.94,买0 | 卖0
002316,亚联发展,122174.46,22.17%,40.16%,127,76.50%,0.15,7771.53,买3 | 卖2
301379,天山电子,122099.28,22.10%,34.29%,35,55.96%,0.27,2098.75,买0 | 卖0
002060,广东建工,122050.94,22.05%,31.75%,189,57.33%,0.08,15719.03,买0 | 卖2
300909,汇创达,121983.74,21.98%,42.22%,45,47.22%,0.2,2285.28,买0 | 卖0
002247,聚力文化,121893.0,21.89%,32.32%,164,75.43%,0.1,14443.04,买2 | 卖2
600018,上港集团,121855.22,21.86%,31.69%,183,56.15%,0.02,18744.81,买0 | 卖0
000869,张  裕Ａ,121618.68,21.62%,35.74%,235,59.34%,0.0,23051.37,买0 | 卖0
300305,裕兴股份,121540.56,21.54%,31.30%,131,59.07%,0.11,12866.44,买1 | 卖0
002302,西部建设,121529.89,21.53%,28.76%,153,75.98%,0.1,19133.19,买0 | 卖0
000929,ST兰黄,121368.89,21.37%,36.48%,244,76.94%,0.1,14552.14,买6 | 卖5
002492,恒基达鑫,121367.14,21.37%,32.62%,141,57.83%,0.12,11534.91,买0 | 卖0
002284,亚太股份,121366.04,21.37%,32.73%,165,66.87%,0.11,10522.99,买1 | 卖1
300902,国安达,121346.86,21.35%,35.71%,42,43.89%,0.22,2800.17,买0 | 卖0
002919,名臣健康,121290.65,21.29%,35.90%,78,71.61%,0.18,4720.37,买11 | 卖1
002582,好想你,121222.96,21.22%,34.35%,131,73.20%,0.1,15487.09,买1 | 卖0
300639,凯普生物,121125.42,21.13%,41.10%,73,54.03%,0.14,4309.64,买9 | 卖0
300804,广康生化,121066.15,21.07%,37.04%,27,40.32%,0.31,1912.83,买0 | 卖0
001330,博纳影业,120969.24,20.97%,37.50%,32,54.11%,0.28,1686.77,买10 | 卖1
002293,罗莱生活,120888.28,20.89%,38.75%,160,49.86%,0.04,13225.71,买0 | 卖0
301290,东星医疗,120859.2,20.86%,44.44%,27,26.84%,0.25,1921.8,买0 | 卖0
300931,通用电梯,120852.57,20.85%,47.83%,46,61.24%,0.2,3287.46,买1 | 卖0
301489,思泉新材,120795.98,20.80%,25.00%,28,63.97%,0.39,1581.03,买0 | 卖0
301585,蓝宇股份,120651.37,20.65%,44.44%,9,20.60%,0.57,787.62,买0 | 卖0
301135,瑞德智能,120644.43,20.64%,35.14%,37,42.78%,0.23,2697.56,买0 | 卖0
301269,华大九天,120559.98,20.56%,31.25%,32,40.79%,0.25,2887.0,买0 | 卖0
300298,三诺生物,120385.35,20.39%,33.83%,133,49.60%,0.11,12388.62,买3 | 卖0
002148,北纬科技,120051.08,20.05%,34.66%,176,85.39%,0.14,25770.88,买4 | 卖1
300961,深水海纳,120038.22,20.04%,40.00%,40,60.56%,0.23,2097.78,买0 | 卖0
002469,三维化学,119875.31,19.88%,34.25%,146,67.38%,0.09,11437.71,买0 | 卖0
300389,艾比森,119734.37,19.73%,32.73%,110,72.67%,0.14,7957.63,买8 | 卖1
301021,英诺激光,119718.38,19.72%,40.48%,42,55.82%,0.26,2555.64,买0 | 卖0
301217,铜冠铜箔,119563.28,19.56%,31.71%,41,49.57%,0.23,2417.72,买0 | 卖0
002098,浔兴股份,119548.49,19.55%,36.84%,171,70.90%,0.12,14581.52,买9 | 卖2
301356,天振股份,119491.11,19.49%,37.93%,29,27.68%,0.24,2124.85,买0 | 卖0
300654,世纪天鸿,119473.62,19.47%,38.16%,76,68.64%,0.2,3771.39,买19 | 卖0
002448,中原内配,119461.11,19.46%,32.08%,159,74.46%,0.07,13672.86,买1 | 卖0
002053,云南能投,119275.56,19.28%,35.47%,172,70.38%,0.09,12679.38,买1 | 卖0
300694,蠡湖股份,119222.19,19.22%,37.88%,66,63.73%,0.16,3722.7,买8 | 卖0
300384,三联虹普,119135.72,19.14%,32.69%,104,75.77%,0.14,11167.23,买10 | 卖0
300613,富瀚微,119107.0,19.11%,32.95%,88,68.03%,0.17,7695.03,买13 | 卖1
300485,赛升药业,118791.62,18.79%,36.46%,96,75.79%,0.15,11649.34,买6 | 卖1
300606,金太阳,118648.43,18.65%,33.73%,83,64.86%,0.18,4394.64,买14 | 卖1
300795,米奥会展,118578.6,18.58%,39.29%,56,55.81%,0.19,3813.39,买8 | 卖0
002588,史丹利,118371.98,18.37%,37.41%,147,60.01%,0.05,13675.04,买0 | 卖0
300589,江龙船艇,118320.09,18.32%,37.65%,85,62.07%,0.18,4586.89,买20 | 卖0
300126,锐奇股份,118111.13,18.11%,39.01%,141,64.33%,0.11,5924.86,买10 | 卖0
002554,惠博普,118092.86,18.09%,34.07%,135,62.49%,0.11,10903.18,买1 | 卖0
301220,亚香股份,117891.22,17.89%,31.25%,32,45.92%,0.22,2079.8,买0 | 卖0
300837,浙矿股份,117882.38,17.88%,33.93%,56,57.75%,0.17,3331.6,买9 | 卖0
300774,倍杰特,117829.4,17.83%,42.11%,38,35.41%,0.2,2484.57,买0 | 卖0
002399,海普瑞,117616.14,17.62%,39.13%,138,60.62%,0.03,7558.83,买0 | 卖1
301123,奕东电子,117593.99,17.59%,35.00%,40,60.46%,0.25,1676.03,买0 | 卖0
300929,华骐环保,117569.7,17.57%,37.50%,48,57.35%,0.18,3095.3,买0 | 卖0
300376,易事特,117565.07,17.57%,38.60%,114,75.03%,0.15,10159.89,买11 | 卖2
301002,崧盛股份,117546.49,17.55%,42.86%,42,46.58%,0.19,2506.51,买0 | 卖0
300699,光威复材,117510.49,17.51%,32.91%,79,61.11%,0.1,6364.52,买16 | 卖1
300689,澄天伟业,117383.66,17.38%,35.80%,81,81.15%,0.18,4174.35,买9 | 卖3
002891,中宠股份,117371.18,17.37%,34.94%,83,46.67%,0.1,4201.81,买8 | 卖1
300780,德恩精工,117369.66,17.37%,36.92%,65,61.32%,0.2,3211.35,买8 | 卖0
300896,爱美客,117367.75,17.37%,30.19%,53,39.16%,0.14,3639.33,买0 | 卖0
300497,富祥药业,117142.21,17.14%,38.04%,92,55.44%,0.13,5474.89,买15 | 卖0
300861,美畅股份,117107.27,17.11%,36.36%,44,42.38%,0.17,2652.74,买0 | 卖0
002923,润都股份,116828.0,16.83%,32.39%,71,56.61%,0.15,3472.05,买7 | 卖1
002238,天威视讯,116767.39,16.77%,34.36%,163,60.16%,0.09,13862.55,买0 | 卖0
002839,张家港行,116673.85,16.67%,26.97%,89,71.13%,0.08,8016.18,买4 | 卖1
300829,金丹科技,116623.64,16.62%,35.19%,54,60.08%,0.18,5770.37,买4 | 卖0
300855,图南股份,116615.11,16.62%,35.09%,57,37.62%,0.15,4135.91,买13 | 卖0
000673,当代退,116576.39,16.58%,35.92%,206,91.79%,0.19,54140.5,买25 | 卖17
300951,博硕科技,116513.02,16.51%,35.56%,45,38.90%,0.15,2967.96,买0 | 卖0
000020,深华发Ａ,116358.62,16.36%,33.56%,292,94.43%,0.14,80598.39,买1 | 卖6
300200,高盟新材,116315.74,16.32%,36.17%,141,57.56%,0.1,10382.26,买0 | 卖0
300343,ST联创,116298.78,16.30%,25.21%,119,77.37%,0.18,10293.28,买7 | 卖4
301337,亚华电子,116266.27,16.27%,33.33%,27,52.25%,0.3,1948.73,买0 | 卖0
300512,中亚股份,116192.44,16.19%,35.96%,89,52.73%,0.1,6982.54,买10 | 卖0
301059,金三江,116142.77,16.14%,30.00%,40,38.79%,0.2,3052.2,买0 | 卖0
002262,恩华药业,116103.47,16.10%,37.29%,177,68.29%,0.05,19585.49,买0 | 卖0
002398,垒知集团,115635.54,15.64%,37.93%,145,69.34%,0.08,14813.45,买0 | 卖2
300209,行云科技,115622.18,15.62%,35.59%,118,89.85%,0.17,10600.79,买3 | 卖0
600054,黄山旅游,115581.25,15.58%,34.75%,282,63.02%,0.03,22180.74,买0 | 卖0
300956,英力股份,115561.33,15.56%,35.42%,48,43.79%,0.21,3160.76,买0 | 卖0
003011,海象新材,115487.47,15.49%,41.30%,46,49.08%,0.14,2438.53,买2 | 卖0
002859,洁美科技,115148.34,15.15%,34.94%,83,61.71%,0.09,6000.69,买7 | 卖0
300964,本川智能,115102.83,15.10%,31.25%,48,42.19%,0.22,3387.18,买0 | 卖0
002674,兴业科技,115053.01,15.05%,32.35%,136,64.06%,0.08,9060.05,买2 | 卖0
000406,石油大明,115029.73,15.03%,31.58%,95,56.04%,0.11,6798.29,买1 | 卖4
300470,中密控股,114998.49,15.00%,34.29%,105,53.19%,0.08,7877.57,买10 | 卖1
300317,珈伟新能,114955.77,14.96%,32.50%,120,68.63%,0.16,10734.28,买4 | 卖0
301590,优优绿能,114894.46,14.89%,42.86%,7,17.65%,0.61,443.52,买0 | 卖0
002614,奥佳华,114886.03,14.89%,33.79%,145,68.19%,0.08,18068.97,买1 | 卖0
300881,盛德鑫泰,114842.07,14.84%,29.79%,47,58.87%,0.21,2344.93,买0 | 卖0
301203,国泰环保,114798.8,14.80%,36.67%,30,45.36%,0.22,2143.23,买0 | 卖0
300967,晓鸣股份,114755.49,14.76%,31.11%,45,63.94%,0.21,2373.51,买0 | 卖0
300096,ST易联众,114664.81,14.66%,34.75%,141,87.68%,0.15,14139.24,买0 | 卖1
300966,共同药业,114626.43,14.63%,35.90%,39,56.10%,0.22,2167.58,买1 | 卖0
300932,三友联众,114556.99,14.56%,32.65%,49,45.52%,0.17,3552.99,买0 | 卖0
002344,海宁皮城,114524.24,14.52%,36.84%,152,68.88%,0.03,19863.76,买4 | 卖0
301319,唯特偶,114315.75,14.32%,33.33%,33,36.57%,0.23,1876.21,买1 | 卖0
002729,好利科技,114303.83,14.30%,32.35%,102,74.38%,0.13,8687.16,买8 | 卖0
300685,艾德生物,114290.35,14.29%,36.14%,83,61.67%,0.11,7989.7,买14 | 卖1
301097,天益医疗,114123.56,14.12%,34.29%,35,54.04%,0.17,2570.4,买0 | 卖0
300587,天铁科技,114022.33,14.02%,32.95%,88,55.40%,0.13,7425.62,买6 | 卖0
300843,胜蓝股份,113997.48,14.00%,32.08%,53,65.30%,0.22,2632.57,买10 | 卖0
002731,ST萃华,113932.32,13.93%,37.74%,106,71.21%,0.13,8785.68,买11 | 卖3
000552,甘肃能化,113926.42,13.93%,31.99%,297,89.47%,0.09,60333.58,买11 | 卖9
300418,昆仑万维,113908.58,13.91%,34.95%,103,75.44%,0.17,8752.4,买11 | 卖0
002940,昂利康,113872.4,13.87%,34.29%,70,63.83%,0.13,3655.55,买4 | 卖0
003010,若羽臣,113870.2,13.87%,32.14%,56,48.31%,0.2,2895.81,买10 | 卖0
300802,矩子科技,113816.1,13.82%,36.84%,57,41.36%,0.15,4451.91,买10 | 卖0
300088,长信科技,113590.2,13.59%,39.26%,135,63.67%,0.1,12721.83,买4 | 卖1
002750,龙津退,113562.15,13.56%,23.47%,98,74.66%,0.16,7774.84,买8 | 卖0
000989,九芝堂,113556.6,13.56%,33.47%,242,62.05%,0.01,14270.5,买1 | 卖2
002694,顾地科技,113486.54,13.49%,43.75%,112,77.05%,0.11,10819.49,买3 | 卖2
002539,云图控股,113474.83,13.47%,36.55%,145,60.73%,0.07,11001.19,买0 | 卖0
003019,宸展光电,113454.86,13.45%,32.65%,49,42.53%,0.13,2851.12,买3 | 卖0
301360,荣旗科技,113409.73,13.41%,34.48%,29,61.75%,0.27,1592.27,买0 | 卖0
000883,湖北能源,113386.49,13.39%,32.68%,254,65.70%,0.05,17225.54,买9 | 卖4
300453,三鑫医疗,113372.0,13.37%,39.80%,98,65.06%,0.12,7954.97,买18 | 卖2
300186,大华农,113312.83,13.31%,35.90%,39,28.50%,0.12,2633.18,买17 | 卖0
002587,奥拓电子,113301.23,13.30%,32.21%,149,71.50%,0.1,11314.76,买2 | 卖0
002677,浙江美大,113298.47,13.30%,34.56%,136,68.07%,0.06,11614.55,买1 | 卖0
002115,三维通信,113260.67,13.26%,33.51%,191,75.31%,0.11,15541.39,买1 | 卖0
002346,柘中股份,113234.54,13.23%,32.89%,149,80.99%,0.11,14635.4,买2 | 卖1
002514,宝馨科技,113195.67,13.20%,33.82%,136,70.43%,0.14,12769.35,买0 | 卖2
000985,大庆华科,113137.22,13.14%,36.84%,247,65.27%,0.08,15312.83,买4 | 卖0
301339,通行宝,113120.84,13.12%,35.29%,34,49.48%,0.21,2820.18,买0 | 卖0
300026,红日药业,113068.37,13.07%,34.03%,144,51.98%,0.07,10668.58,买0 | 卖0
300946,恒而达,113068.28,13.07%,26.53%,49,64.98%,0.2,3082.71,买0 | 卖0
002585,双星新材,112939.18,12.94%,34.07%,135,64.54%,0.08,13252.73,买1 | 卖1
301586,佳力奇,112773.04,12.77%,26.67%,15,37.18%,0.34,1161.96,买1 | 卖0
600000,浦发银行,112710.9,12.71%,32.93%,249,57.51%,-0.02,15957.08,买0 | 卖0
301277,新天地,112667.05,12.67%,42.31%,26,41.49%,0.22,1626.92,买0 | 卖0
001317,三羊马,112666.49,12.67%,25.64%,39,69.90%,0.22,3688.49,买6 | 卖0
002360,同德化工,112642.35,12.64%,34.72%,144,63.85%,0.06,9918.69,买1 | 卖2
300760,迈瑞医疗,112587.33,12.59%,33.33%,78,62.95%,0.06,8564.72,买2 | 卖0
300781,因赛集团,112540.38,12.54%,30.16%,63,74.14%,0.22,2376.63,买10 | 卖0
300815,玉禾田,112528.26,12.53%,32.76%,58,63.72%,0.14,3415.79,买6 | 卖0
300608,思特奇,112407.79,12.41%,36.90%,84,55.74%,0.15,5030.22,买13 | 卖0
300848,美瑞新材,112211.51,12.21%,32.73%,55,52.28%,0.17,3185.49,买6 | 卖0
002201,九鼎新材,112098.51,12.10%,32.16%,171,80.45%,0.13,6064.52,买6 | 卖4
301101,明月镜片,112018.95,12.02%,34.29%,35,44.94%,0.21,1903.06,买0 | 卖0
000812,陕西金叶,111853.17,11.85%,33.86%,254,78.63%,0.1,15656.89,买1 | 卖1
002327,富安娜,111781.91,11.78%,37.58%,157,48.43%,0.02,14602.04,买0 | 卖0
300893,松原安全,111748.12,11.75%,39.62%,53,49.68%,0.16,3345.87,买1 | 卖0
000930,中粮科技,111655.11,11.66%,34.62%,260,75.58%,0.07,25296.84,买0 | 卖1
600050,中国联通,111631.79,11.63%,33.49%,218,66.88%,0.04,18506.19,买2 | 卖1
002725,跃岭股份,111538.93,11.54%,30.51%,118,84.61%,0.16,8364.14,买1 | 卖1
002078,太阳纸业,111414.94,11.41%,36.98%,192,60.70%,0.06,16880.02,买0 | 卖0
300745,欣锐科技,111359.03,11.36%,34.72%,72,69.23%,0.19,4295.96,买15 | 卖0
301502,华阳智能,111298.4,11.30%,52.94%,17,35.33%,0.26,1026.59,买0 | 卖0
000700,模塑科技,111213.57,11.21%,36.59%,276,74.66%,0.08,12944.52,买2 | 卖1
001324,长青科技,111013.86,11.01%,35.71%,28,36.01%,0.19,2247.13,买0 | 卖0
001288,运机集团,110970.4,10.97%,31.71%,41,42.73%,0.15,2709.56,买0 | 卖0
600003,ST东北高,110782.99,10.78%,29.76%,84,67.18%,0.05,5067.0,买2 | 卖4
002133,广宇集团,110772.73,10.77%,37.28%,169,64.61%,0.06,12626.35,买0 | 卖2
301073,君亭酒店,110633.75,10.63%,34.15%,41,60.36%,0.2,2779.28,买1 | 卖0
301598,博科测试,110530.73,10.53%,66.67%,9,14.57%,0.37,639.27,买0 | 卖0
002194,武汉凡谷,110467.15,10.47%,36.93%,176,74.03%,0.09,7986.89,买3 | 卖1
000915,华特达因,110439.46,10.44%,33.33%,258,67.66%,0.07,15912.57,买2 | 卖3
002736,国信证券,110332.36,10.33%,28.57%,98,57.36%,0.03,7800.63,买10 | 卖0
002367,康力电梯,110202.37,10.20%,32.65%,147,60.22%,0.01,11158.63,买0 | 卖3
000702,正虹科技,110153.85,10.15%,34.07%,273,79.79%,0.11,15067.15,买2 | 卖4
300920,润阳科技,110104.31,10.10%,39.58%,48,43.48%,0.14,2935.63,买0 | 卖0
301609,山大电力,110023.41,10.02%,66.67%,3,18.26%,0.62,214.58,买0 | 卖0
300738,奥飞数据,110009.82,10.01%,29.49%,78,57.31%,0.15,3976.18,买11 | 卖1
002553,南方精工,110006.08,10.01%,31.69%,142,69.86%,0.11,7040.9,买5 | 卖2
301238,瑞泰新材,109844.0,9.84%,29.03%,31,49.00%,0.18,1843.98,买0 | 卖0
300746,汉嘉数智,109822.43,9.82%,38.71%,62,64.94%,0.18,2859.57,买17 | 卖1
301171,易点天下,109696.43,9.70%,29.27%,41,66.96%,0.25,1978.57,买1 | 卖0
301288,ST清研,109546.59,9.55%,46.88%,32,44.74%,0.23,1858.4,买1 | 卖0
301505,苏州规划,109535.62,9.54%,36.36%,22,56.52%,0.24,1598.4,买0 | 卖0
301182,凯旺科技,109439.34,9.44%,34.21%,38,43.48%,0.25,2412.66,买0 | 卖0
000660,ST南华,109310.14,9.31%,43.10%,58,61.27%,0.13,6137.9,买0 | 卖4
002878,元隆雅图,109309.45,9.31%,35.71%,84,57.32%,0.14,4903.58,买10 | 卖0
002039,黔源电力,109298.73,9.30%,35.78%,204,67.05%,0.02,15396.27,买1 | 卖0
301012,扬电科技,109281.83,9.28%,39.58%,48,47.06%,0.21,3268.15,买2 | 卖0
301353,普莱得,109272.74,9.27%,37.50%,24,37.11%,0.18,1484.25,买0 | 卖0
002719,麦趣尔,109189.68,9.19%,33.33%,93,52.40%,0.12,6611.28,买1 | 卖0
002438,江苏神通,108953.0,8.95%,39.58%,144,81.09%,0.07,6529.96,买3 | 卖3
300334,津膜科技,108842.01,8.84%,34.78%,115,70.01%,0.14,9323.99,买8 | 卖1
300705,九典制药,108741.29,8.74%,33.33%,81,74.83%,0.12,5883.67,买12 | 卖0
301056,森赫股份,108737.07,8.74%,44.19%,43,37.68%,0.12,2331.98,买0 | 卖0
002484,江海股份,108707.45,8.71%,34.44%,151,63.23%,0.08,11651.55,买1 | 卖0
600098,广州发展,108673.52,8.67%,35.48%,279,68.97%,0.04,23398.5,买2 | 卖0
001277,速达股份,108568.88,8.57%,63.64%,11,26.78%,0.25,777.12,买1 | 卖0
301212,联盛化学,108492.98,8.49%,40.00%,35,51.24%,0.19,2193.01,买0 | 卖0
002948,青岛银行,108453.33,8.45%,32.31%,65,39.04%,0.02,4712.6,买2 | 卖0
300074,华平股份,108433.73,8.43%,35.53%,152,71.22%,0.11,13305.23,买1 | 卖1
301195,北路智控,108426.07,8.43%,36.67%,30,48.66%,0.13,1959.93,买0 | 卖0
300089,文化退,108391.73,8.39%,29.00%,100,68.18%,0.14,11110.27,买1 | 卖5
000488,ST晨鸣,108185.73,8.19%,32.05%,234,66.14%,0.0,27253.3,买1 | 卖4
300880,迦南智能,108059.21,8.06%,37.50%,48,46.86%,0.16,3536.77,买0 | 卖0
002117,东港股份,108024.24,8.02%,37.30%,185,62.69%,0.06,18858.71,买5 | 卖0
300831,派瑞股份,107985.34,7.99%,29.63%,54,52.03%,0.15,3627.65,买19 | 卖0
301589,诺瓦星云,107946.01,7.95%,31.25%,16,24.77%,0.17,889.01,买0 | 卖0
000100,TCL科技,107908.33,7.91%,33.33%,207,49.33%,0.05,15894.65,买3 | 卖7
001280,中国铀业,107784.29,7.78%,33.33%,3,18.78%,0.86,195.71,买0 | 卖0
300428,立中集团,107519.93,7.52%,29.70%,101,78.25%,0.14,6228.08,买16 | 卖1
300653,正海生物,107512.97,7.51%,35.62%,73,60.63%,0.09,6887.07,买11 | 卖1
002967,广电计量,107452.67,7.45%,36.84%,57,67.94%,0.08,4343.33,买12 | 卖0
301395,仁信新材,107437.87,7.44%,43.48%,23,37.90%,0.16,1496.11,买1 | 卖0
002880,卫光生物,107379.07,7.38%,31.17%,77,42.95%,0.04,5699.94,买8 | 卖0
002264,新 华 都,107325.42,7.33%,37.74%,159,65.93%,0.1,16281.6,买0 | 卖0
002303,美盈森,107323.9,7.32%,37.93%,145,71.39%,0.04,11892.1,买4 | 卖3
301665,泰禾股份,107220.09,7.22%,85.71%,7,15.59%,0.33,517.92,买0 | 卖0
301622,英思特,107089.61,7.09%,62.50%,8,30.70%,0.25,638.41,买0 | 卖0
002132,恒星科技,106917.0,6.92%,34.64%,179,64.90%,0.1,17519.95,买3 | 卖3
300995,奇德新材,106862.08,6.86%,37.50%,40,45.66%,0.18,2060.94,买0 | 卖0
301511,德福科技,106759.59,6.76%,36.36%,22,42.94%,0.25,1227.42,买0 | 卖0
300242,佳云科技,106754.52,6.75%,35.20%,125,71.94%,0.16,10246.4,买3 | 卖1
300029,ST天龙,106689.01,6.69%,43.75%,128,79.11%,0.13,10489.07,买5 | 卖0
301004,嘉益股份,106625.76,6.63%,38.10%,42,45.78%,0.14,2646.23,买0 | 卖0
301391,卡莱特,106554.06,6.55%,34.38%,32,56.14%,0.15,2174.96,买0 | 卖0
301510,固高科技,106545.01,6.55%,21.74%,23,49.12%,0.22,1554.99,买0 | 卖0
002277,友阿股份,106499.23,6.50%,33.13%,166,68.19%,0.06,18053.79,买7 | 卖0
301580,爱迪特,106466.95,6.47%,31.25%,16,30.69%,0.2,971.03,买0 | 卖0
300134,大富科技,106414.52,6.41%,37.01%,127,75.62%,0.12,8203.48,买3 | 卖2
301286,侨源股份,106327.5,6.33%,45.71%,35,42.92%,0.13,2577.53,买0 | 卖0
001390,古麒绒材,106199.36,6.20%,42.86%,7,21.05%,0.33,544.63,买0 | 卖0
301188,力诺药包,106096.08,6.10%,30.56%,36,49.27%,0.11,2086.93,买0 | 卖0
301348,蓝箭电子,106031.31,6.03%,31.82%,22,39.19%,0.23,1238.67,买2 | 卖0
301366,一博科技,105948.83,5.95%,27.03%,37,53.11%,0.21,2377.16,买0 | 卖0
300942,易瑞生物,105762.28,5.76%,39.02%,41,49.67%,0.17,2774.7,买0 | 卖0
301069,凯盛新材,105517.46,5.52%,26.83%,41,65.94%,0.16,3314.55,买0 | 卖0
002604,龙力退,105510.42,5.51%,36.67%,60,57.63%,0.1,5157.58,买4 | 卖1
002986,宇新股份,105476.36,5.48%,32.14%,56,38.77%,0.05,3783.68,买2 | 卖0
002152,广电运通,105267.19,5.27%,32.07%,184,66.40%,0.03,11089.74,买2 | 卖0
002956,西麦食品,105174.99,5.17%,41.67%,60,61.38%,0.08,3341.04,买3 | 卖0
002408,齐翔腾达,105083.24,5.08%,34.87%,152,65.16%,0.05,14469.83,买1 | 卖0
300375,鹏翎股份,105056.6,5.06%,37.29%,118,62.30%,0.1,8645.43,买1 | 卖0
300637,扬帆新材,104865.06,4.87%,36.47%,85,67.55%,0.13,4691.96,买8 | 卖0
300768,迪普科技,104856.75,4.86%,35.71%,70,51.92%,0.11,3666.18,买10 | 卖1
001201,东瑞股份,104843.45,4.84%,37.84%,37,36.70%,0.04,2803.62,买0 | 卖0
301208,中亦科技,104809.9,4.81%,33.33%,36,54.16%,0.2,3332.09,买0 | 卖0
300249,依米康,104784.49,4.78%,28.77%,146,65.88%,0.15,14376.55,买3 | 卖3
300075,数字政通,104730.07,4.73%,34.00%,150,81.93%,0.11,13747.95,买2 | 卖1
002679,福建金森,104661.83,4.66%,31.50%,127,68.21%,0.13,10098.16,买3 | 卖1
300686,智动力,104577.62,4.58%,35.37%,82,70.52%,0.14,7026.4,买9 | 卖1
300578,会畅科技,104481.64,4.48%,36.25%,80,68.59%,0.15,4855.32,买13 | 卖1
002671,龙泉股份,104428.06,4.43%,30.33%,122,73.17%,0.06,11883.01,买1 | 卖0
002808,ST恒久,104182.85,4.18%,32.22%,90,70.98%,0.11,4568.18,买23 | 卖6
001386,马可波罗,103927.82,3.93%,50.00%,2,10.69%,0.43,145.18,买0 | 卖0
002797,第一创业,103885.76,3.89%,29.21%,89,55.21%,0.05,7192.27,买8 | 卖0
002626,金达威,103820.13,3.82%,31.62%,136,56.30%,0.06,10072.02,买0 | 卖0
001218,丽臣实业,103767.32,3.77%,40.54%,37,27.61%,-0.0,2379.68,买0 | 卖0
300423,昇辉科技,103640.64,3.64%,37.36%,91,72.17%,0.12,10666.4,买6 | 卖2
301601,惠通科技,103632.43,3.63%,25.00%,8,22.54%,0.17,627.57,买0 | 卖0
300271,华宇软件,103441.25,3.44%,34.11%,129,80.87%,0.09,9226.82,买4 | 卖0
300568,星源材质,103314.14,3.31%,34.12%,85,73.91%,0.11,7919.81,买11 | 卖0
002231,ST奥维,103268.92,3.27%,33.97%,156,71.85%,0.13,17322.12,买4 | 卖3
300636,同和药业,103250.23,3.25%,31.58%,76,50.69%,0.09,5174.75,买9 | 卖0
002958,青农商行,103197.93,3.20%,29.03%,62,38.02%,-0.04,4647.09,买5 | 卖0
301303,真兰仪表,103180.99,3.18%,34.62%,26,35.53%,0.03,1509.03,买0 | 卖0
301168,通灵股份,103166.2,3.17%,30.77%,39,51.19%,0.15,3361.79,买1 | 卖0
002705,新宝股份,103130.32,3.13%,36.97%,119,61.19%,0.05,9629.75,买1 | 卖0
300996,普联软件,103112.49,3.11%,34.88%,43,46.09%,0.16,2712.51,买0 | 卖0
300166,东方国信,102955.4,2.96%,31.88%,138,85.13%,0.11,13023.69,买1 | 卖1
002110,三钢闽光,102940.92,2.94%,33.14%,169,56.32%,0.04,10138.06,买2 | 卖1
002993,奥海科技,102873.46,2.87%,34.00%,50,48.11%,0.1,3588.55,买8 | 卖0
002971,和远气体,102848.01,2.85%,30.00%,60,51.39%,0.09,3993.97,买8 | 卖0
301310,鑫宏业,102841.89,2.84%,30.77%,26,44.25%,0.12,1524.08,买0 | 卖0
300784,利安科技,102767.15,2.77%,43.75%,16,26.85%,0.16,1079.85,买0 | 卖0
002871,伟隆股份,102531.22,2.53%,36.71%,79,72.34%,0.09,4280.77,买9 | 卖1
002783,凯龙股份,102308.01,2.31%,37.36%,91,57.85%,0.06,5491.95,买14 | 卖0
002796,世嘉科技,102122.58,2.12%,33.67%,98,77.30%,0.13,4668.46,买16 | 卖1
002508,老板电器,102055.19,2.06%,38.19%,144,52.85%,-0.01,9561.85,买1 | 卖0
002560,通达股份,102035.93,2.04%,36.17%,141,59.17%,0.08,6456.06,买2 | 卖0
